sep=,
From: 2026-01-01,Cid: 311035,To: 2026-06-30
Review ID,Submission date,AppID,AppName,Country,Review Language,Version,Author,Rating,Title,Review,Translated title,Translated review,Reply Date,Reply Delta,Developer Reply,User,Tags,Categories,Updated,Semantic Tags,Semantic Categories,Semantic Sentiment,Notes,Likes,Dislikes,Link,Permalink,AF Link,Device Name,VersionCode,OS
d01b9b9a-aa6e-44d2-8015-940ab838e008,2026-04-26T06:51:55Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,IrMoc Ajah,3,,"bgus apk nya. tapi mau tanya driver driver yang dulu di kemanain ya . bagusan dulu pengirimanya . driver nya sopan semua , mau brangkat maupun sampai selalu dikasih info sama drivernya . sekarang !!!",,,2026-04-26T08:35:09Z,01:43:14,"Halo IrMoc Ajah, terima kasih atas ulasannya dan mohon maaf atas keluhan yang dialami.

Kami ingin memahami lebih lanjut agar bisa segera memperbaikinya. Mohon DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com. Sertakan juga nomor HP akun Halodoc dan/atau nomor pesanan.

Terima kasih.",,,,2026-08-20T10:40:21,,,,,,,,https://appfollow.io/gp/2110/review/5743992626?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743992626,,,
93930e98-becf-42c3-be3f-8ef61f838b2e,2026-04-25T10:07:50Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,Rakha AditamaIs,3,,"aplikasinya kenapa? urgent mau beli obat... malah ""perbaharui halaman"" trus",,,2026-04-25T12:32:01Z,02:24:11,"Halo Rakha AditamaIs, mohon maaf atas keluhan yang dialami. Kami sedang berupaya memperbaikinya secepatnya. Jika masih butuh bantuan atau ingin menindaklanjuti, mohon DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com detail kendalamu, termasuk nomor HP akun Halodoc dan/atau nomor pesanan. Terima kasih.",,,,2026-08-20T10:39:41,,,,,,,,https://appfollow.io/gp/2110/review/5743988256?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743988256,,,
7671e225-1eb9-4cfe-aecf-5790b948a89d,2026-04-25T02:02:10Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,Intan Putri Kadita,3,,terlalu banyak pembaruan,,,2026-04-25T02:31:29Z,00:29:19,"Halo Intan Putri Kadita, terima kasih atas ulasannya dan mohon maaf atas keluhan yang dialami.

Kami ingin memahami lebih lanjut agar bisa segera memperbaikinya. Mohon DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com. Sertakan juga nomor HP akun Halodoc dan/atau nomor pesanan.

Terima kasih.",,,,2026-08-20T10:40:21,,,,,,,,https://appfollow.io/gp/2110/review/5743992637?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743992637,,,
07ce3aaa-e1bc-4064-ab54-095b4fed1efa,2026-04-23T13:06:47Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,Suci Alinda Ayu Handari,3,,"tolong halo doc lain kali kalo milih apotik yg dekat2 rumah, kan ada apotek k24, kimia farma dll.. jangan jauh2 kasian drivernya",,,2026-04-23T17:20:37Z,04:13:50,"Halo Suci Alinda Ayu Handari, mohon maaf atas keluhan yang dialami. Kami akan membantumu. Mohon sampaikan detail kendalamu via DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com, sertakan nomor HP akun Halodoc dan/atau nomor pesanan. Terima kasih.",,,,2026-08-20T10:40:21,,,,,,,,https://appfollow.io/gp/2110/review/5743992646?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743992646,,,
1c13c501-e138-49a0-8955-fae61e101ae4,2026-04-19T08:59:27Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,Rizqy Nugraha,3,,ada bug penentuan lokasi yang gak akurat,,,2026-04-19T09:15:31Z,00:16:04,"Halo Rizqy Nugraha, mohon maaf atas keluhan yang dialami. Kami sedang berupaya memperbaikinya secepatnya. Jika masih butuh bantuan atau ingin menindaklanjuti, mohon DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com detail kendalamu, termasuk nomor HP akun Halodoc dan/atau nomor pesanan. Terima kasih.",,,,2026-08-20T10:40:27,,,,,,,,https://appfollow.io/gp/2110/review/5743993244?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743993244,,,
31cdfb51-53a3-419d-b3ed-665fc0305449,2026-04-16T04:22:50Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,ade Oktavia,3,,waktu konsultasi dengan dokter hewannya terlalu sebentar hanya 30 menit. untuk foto ini itu butuh waktu. belum selesai eh sdh berakhir otomatis..,,,2026-04-16T05:48:32Z,01:25:42,"Halo ade Oktavia, mohon maaf atas keluhan yang dialami. Kami sedang berupaya memperbaikinya secepatnya. Jika masih butuh bantuan atau ingin menindaklanjuti, mohon DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com detail kendalamu, termasuk nomor HP akun Halodoc dan/atau nomor pesanan. Terima kasih.",,,,2026-08-20T10:40:27,,,,,,,,https://appfollow.io/gp/2110/review/5743993272?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743993272,,,
9ec8463a-0ddb-4e13-aa43-1bb36d33a4f1,2026-04-10T13:48:04Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,ummu naflah,3,,"Kenapa sih resepnya ngk bisa di unduh?... kenapa kesannya seperti maksa nebus di apk, tapi jatoh nya mahal di ongkir, pengiriman ngk dari satu apotik. memberatkan, apalagi kalau obat yg di tebus ngk mudah...jadi tambah mahal karena ongkir dll",,,2026-04-11T00:23:31Z,10:35:27,"Halo ummu naflah, terima kasih atas ulasannya dan mohon maaf atas keluhan yang dialami.

Kami ingin memahami lebih lanjut agar bisa segera memperbaikinya. Mohon DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com. Sertakan juga nomor HP akun Halodoc dan/atau nomor pesanan.

Terima kasih.",,,,2026-08-20T10:40:33,,,,,,,,https://appfollow.io/gp/2110/review/5743994044?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743994044,,,
53e74c64-1425-4445-b148-a3d25c2fb62b,2026-03-29T13:55:35Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,Yxgc,3,,"mau ngeluh aja, udah pake pengiriman Instan nyari driver nya nunggu 1jam, pengiriman nya 1 jam lebih jadi bisa sampe 2jam malah 3 jam. oke gapapa pengiriman nya tapi nyari driver nya jangan lama banget dong.",,,2026-03-31T00:37:25Z,34:41:50,"Halo Yxgc, mohon maaf atas keluhan yang dialami. Kami akan membantumu. Mohon sampaikan detail kendalamu via DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com, sertakan nomor HP akun Halodoc dan/atau nomor pesanan. Terima kasih.",,,,2026-08-20T10:40:39,,,,,,,,https://appfollow.io/gp/2110/review/5743994793?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743994793,,,
2e957ff4-1334-4df0-a661-cb7f07a015e6,2026-03-23T14:52:33Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,Mochamad Irman Abdurachman,3,,"pelayanan ok, pesen obat tp pengantarannya lama 1 jam dan cancel.. orang butuh obat dikasih nya lama.. klo ga bisa kerja sama sama pihak online mending ga usah dibuat sekalian!!",,,2026-03-24T16:07:25Z,25:14:52,"Halo Mochamad Irman Abdurachman, terima kasih atas ulasannya dan mohon maaf atas keluhan yang dialami.

Kami ingin memahami lebih lanjut agar bisa segera memperbaikinya. Mohon DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com. Sertakan juga nomor HP akun Halodoc dan/atau nomor pesanan.

Terima kasih.",,,,2026-08-20T10:40:49,,,,,,,,https://appfollow.io/gp/2110/review/5743995405?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743995405,,,
4e42244f-04e4-4920-8285-a95daaa889f4,2026-03-22T02:19:45Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,Clarissa,3,,metode pembayaran sangat kurang,,,2026-03-22T03:19:44Z,00:59:59,"Halo Clarissa, terima kasih atas ulasannya dan mohon maaf atas keluhan yang dialami.

Kami ingin memahami lebih lanjut agar bisa segera memperbaikinya. Mohon DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com. Sertakan juga nomor HP akun Halodoc dan/atau nomor pesanan.

Terima kasih.",,,,2026-08-20T10:40:49,,,,,,,,https://appfollow.io/gp/2110/review/5743995424?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743995424,,,
968afd02-9c70-4dca-a6dd-1058909d063a,2026-03-16T04:12:07Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,Silfaa Pasisingi,3,,sangat membantu,,,2026-03-16T05:33:58Z,01:21:51,"Halo Silfaa Pasisingi, terima kasih atas ulasannya!
Untuk membantu kami memberikan pelayanan yang lebih baik, apakah ada saran atau masukan? Sampaikan via DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com.
Terima kasih dan sehat selalu!",,,,2026-08-20T10:40:57,,,,,,,,https://appfollow.io/gp/2110/review/5743996135?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743996135,,,
9e58c011-b1c0-40f4-bda6-603ba4863088,2026-03-15T06:08:40Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,Irma Widiastuti,3,,ga ada diskon nya... payah,,,2026-03-15T07:27:07Z,01:18:27,"Halo Irma Widiastuti, terima kasih atas ulasannya dan mohon maaf atas keluhan yang dialami.

Kami ingin memahami lebih lanjut agar bisa segera memperbaikinya. Mohon DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com. Sertakan juga nomor HP akun Halodoc dan/atau nomor pesanan.

Terima kasih.",,,,2026-08-20T10:40:57,,,,,,,,https://appfollow.io/gp/2110/review/5743996145?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743996145,,,
dde50114-24e9-4a9c-94be-742562bf9f19,2026-03-13T01:29:19Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,Masplin 01,3,,lumayan,,,2026-03-13T01:31:17Z,00:01:58,"Halo Masplin 01, terima kasih atas ulasannya!

Untuk membantu kami memberikan pelayanan yang lebih baik, apakah ada saran atau masukan? Sampaikan via DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com.

Terima kasih dan sehat selalu!",,,,2026-08-20T10:41:07,,,,,,,,https://appfollow.io/gp/2110/review/5743996492?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743996492,,,
1ec3331d-ee9c-4f33-8205-c339940eb64e,2026-02-16T01:01:27Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,Fivin Astari,3,,saya dapat resep yg bagus untuk kulit tapi sulit sekali order ulang. slowrespon,,,2026-02-16T01:09:55Z,00:08:28,"Halo Fivin Astari, terima kasih atas ulasannya dan mohon maaf atas keluhan yang dialami.

Kami ingin memahami lebih lanjut agar bisa segera memperbaikinya. Mohon DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com. Sertakan juga nomor HP akun Halodoc dan/atau nomor pesanan.

Terima kasih.",,,,2026-08-20T10:41:26,,,,,,,,https://appfollow.io/gp/2110/review/5743998568?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743998568,,,
dc4db09e-5d53-4301-939f-1b5b00b99f90,2026-02-12T00:25:35Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,Yanti Dr,3,,"Untuk dokter cukup membantu, tapi untuk pelayan halodoc kurang. Saya sudah laporan driver salah alamat sudah menunggu 3hari belum ada solusi, padahal saya butuh sekali obat mau beli lagi tapi serasa buang uang. Tolong tingkatkan pelayan saat laporan.",,,,,,,,,2026-08-20T10:41:26,,,,,,,,https://appfollow.io/gp/2110/review/5743998598?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743998598,,,
23b026da-c4bc-4e70-97af-5bb9a43b4a26,2026-01-28T13:45:02Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,Fifi Fifi,3,,"Aplikasi ini sangat membantu terlebih ingin konsul ke dokter tetapi dengan harga merakyat. Hanya saja pemesanan paket haloskin ini titik google mapnya kurang akurat. jdi sya terpaksa ngasih titik ke rmh org lain yg satu jalan dgn rumah saya. jujur Takut banget paketnya tb2 dibuka org lain. pdhl yg mesan saya, bukan dia. tolong halo doc perbaiki ya titiknya syg banget bayar mahal2 haloskin masak org lain yg make 😭",,,2026-01-28T13:58:58Z,00:13:56,"Halo Fifi Fifi, terima kasih atas ulasannya dan mohon maaf atas keluhan yang dialami.

Kami ingin memahami lebih lanjut agar bisa segera memperbaikinya. Mohon DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com. Sertakan juga nomor HP akun Halodoc dan/atau nomor pesanan.

Terima kasih.",,,,2026-08-20T10:41:42,,,,,,,,https://appfollow.io/gp/2110/review/5744000144?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5744000144,,,
235c1c17-f6d0-442a-bc6a-88ff88d6c769,2026-01-26T10:29:35Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,Fredy Lolong,3,,"kualitas chat dgn dokter tidak bisa maksimal krn nge-lag parah, harus keluar dr chat trus kembali lagi agar ter-refresh.",,,2026-01-26T15:28:44Z,04:59:09,"Halo Fredy Lolong, terima kasih atas ulasannya dan mohon maaf atas keluhan yang dialami.

Kami ingin memahami lebih lanjut agar bisa segera memperbaikinya. Mohon DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com. Sertakan juga nomor HP akun Halodoc dan/atau nomor pesanan.

Terima kasih.",,,,2026-08-20T10:41:42,,,,,,,,https://appfollow.io/gp/2110/review/5744000159?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5744000159,,,
574ae1a8-ed7c-41aa-af69-cd5c51f00fab,2026-01-22T16:07:22Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,Risky Novita Sari Bf,3,,chat online dengan dokter tidak ada yang gratis semua bayar,,,2026-01-23T00:02:57Z,07:55:35,"Halo Risky Novita Sari Bf, terima kasih atas ulasannya dan mohon maaf atas keluhan yang dialami.

Kami ingin memahami lebih lanjut agar bisa segera memperbaikinya. Mohon DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com. Sertakan juga nomor HP akun Halodoc dan/atau nomor pesanan.

Terima kasih.",,,,2026-08-20T10:41:42,,,,,,,,https://appfollow.io/gp/2110/review/5744000192?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5744000192,,,
12605361-857c-4334-847d-c020e7358098,2026-01-14T14:50:55Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,Gotcha Yoo,3,,dokternya oke oke tapi aplikasinya jadi berat ya tambah lemot,,,2026-01-14T19:28:25Z,04:37:30,"Halo Gotcha Yoo, terima kasih atas ulasannya dan mohon maaf atas keluhan yang dialami.

Kami ingin memahami lebih lanjut agar bisa segera memperbaikinya. Mohon DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com. Sertakan juga nomor HP akun Halodoc dan/atau nomor pesanan.

Terima kasih.",,,,2026-08-20T10:40:01,,,,,,,,https://appfollow.io/gp/2110/review/5743990257?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743990257,,,
